Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house
JAN,8.0,Dulha Mil Gaya,Muddassar Aziz,"Fardeen Khan, Ishita Sharma, Sushmita Sen, Shahrukh Khan, Tara Sharma, Anushka Manchanda, Mohit Chadda, Vivek Vaswani, Johnny Lever",Romantic Comedy,2010,,,
JAN,8.0,Pyaar Impossible!,Jugal Hansraj,"Priyanka Chopra, Uday Chopra, Anupam Kher, Dino Morea",Romantic Comedy,2010,,,
JAN,15.0,Chance Pe Dance,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza",Romance] [Dance film|Dance,2010,,,
JAN,15.0,Hello! Hum Lallan Bol Rahe Hain,Dileep Shukla,"Rajpal Yadav, Preeti Mehra",Comedy,2010,,,
JAN,22.0,Veer,Anil Sharma,"Salman Khan, Zarine Khan, Mithun Chakraborty, Sohail Khan, Jackie Shroff",Epic Film,2010,,,
JAN,29.0,Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi","Black Comedy, Romance",2010,,,
JAN,29.0,Rann,Ram Gopal Varma,"Amitabh Bachchan, Sudeep, Ritesh Deshmukh, Paresh Rawal, Rajpal Yadav, Gul Panag, Rajat Kapoor, Suchitra Krishnamurthy, Neetu Chandra, Mohnish Behl",Drama Thriller,2010,,,
JAN,29.0,Road To Sangam,Amit Rai,"Paresh Rawal, Om Puri, Javed Sheikh",Drama,2010,,,
FEB,5.0,The Hangman,Vishal Bhandari,"Om Puri, Shreyas Talpade, Gulshan Grover, Smita Jaykar, Tom Alter, Anita Kanwar, Yatin Karyekar, Nazneen Ghaani, Amrita Bedi",Drama,2010,,,
FEB,5.0,Striker,Chandan Arora,"Siddharth Narayan, Aditya Pancholi, Ankur Vikal, Anupam Kher, Seema Biswas",Action,2010,,,
FEB,12.0,My Name Is Khan,Karan Johar,"Shahrukh Khan, Kajol, Jimmy Shergill",Drama,2010,,,
FEB,12.0,Sukhmani: Hope for Life,Manjeet Mann,"Gurdas Maan, Juhi Chawla, Divya Dutta",Drama,2010,,,
FEB,19.0,Aakhari Decision,Deepak Bandhu,"Anant Jog, Nagesh Bhonsle, Mushtaq Khan",Action,2010,,,
FEB,19.0,Click,Sangeeth Sivan,"Shreyas Talpade, Sadha, Sneha Ullal",Horror,2010,,,
FEB,19.0,Toh Baat Pakki!,Kedar Shinde,"Tabu, Sharman Joshi, Vatsal Sheth",Romantic Comedy,2010,,,
FEB,26.0,Karthik Calling Karthik,Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah",Thriller,2010,,,
FEB,26.0,Teen Patti,Leena Yadav,"Amitabh Bachchan, Ben Kingsley, R. Madhavan, Saira Mohan, Raima Sen, Mahesh Manjrekar, Shraddha Kapoor","Drama, Thriller",2010,,,
MAR,5.0,Atithi Tum Kab Jaoge?,Ashwani Dhir,"Ajay Devgn, Konkona Sen Sharma, Paresh Rawal, Satish Kaushik",Comedy,2010,,,
MAR,5.0,Hello Zindagi,Raja Unnithan,"Mrunmayee Lagoo, Milind Gunaji, Neena Gupta, Kanwaljeet Singh",Drama,2010,,,
MAR,5.0,"Road, Movie",Dev Benegal,"Abhay Deol, Satish Kaushik, Tannishtha Chatterjee, Mohammed Faisal Usmani",Drama,2010,,,
MAR,5.0,Rokkk,Rajesh Ranshinge,"Udita Goswami, Shaad Randhawa, Nishigandha Wad, Tanushree Dutta",Thriller,2010,,,
MAR,5.0,Thanks Maa,Irfan Kamal,"Alok Nath, Raghuveer Yadav, Barry John, Sanjay Mishra",Drama,2010,,,
MAR,12.0,Do Dilon Ke Khel Mein,Akash Pandey,"Rajesh Khanna, Nausheen Ali Sardar, Sonika Gill, Satish Kaushik",Romantic comedy,2010,,,
MAR,12.0,Hide & Seek,Shawn Arranha,"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Samir Kochhar",Thriller,2010,,,
MAR,12.0,Na Ghar Ke Na Ghaat Ke,Rahul Aggarwal,"Rahul Aggarwal, Paresh Rawal, Narayani Shastri, Om Puri",Comedy,2010,,,
MAR,12.0,Right Yaaa Wrong,Neeraj Pathak,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma",Action,2010,,,
MAR,12.0,Trump Card,Arshad Khan,"Vikrum Kumar, Urvashi Chowdhary, Mansi Dovhal, Sheetal Bedi","Action, Thriller",2010,,,
MAR,19.0,Idiot Box,Sunanda Mitra,"Sushant Singh, Hrishita Bhatt, Jyoti Gauba, Milind Gunaji",Drama,2010,,,
MAR,19.0,Lahore,Sanjay Puran Singh Chauhan,"Aanaahad, Shraddha Das, Farooq Sheikh, Nafisa Ali",Sports/Social,2010,,,
MAR,19.0,Love Sex Aur Dhokha,Dibakar Banerjee,"Amit Sial, Anshuman Jha, Arya Banerjee, Atul Mongia, Neha Chauhan, Shruti",Found footage,2010,,,
MAR,19.0,Shaapit,Vikram Bhatt,"Aditya Narayan, Shweta Agarwal, Rahul Dev, Shubh Joshi",horror,2010,,,
MAR,26.0,Hum Tum Aur Ghost,Kabeer Kaushik,"Dia Mirza, Sandhya Mridul, Boman Irani",Comedy,2010,,,
MAR,26.0,It's a Man's World,Saurabh Sengupta,"Mohsin Akhtar, Mouli Ganguly, Ranjeet Jha, Mikhil Chindaramani",Social,2010,,,
MAR,26.0,Mittal v/s Mittal,Karan Razdan,"Rituparna Sengupta, Rohit Roy, Gulshan Grover, Suchitra Krishnamurthy",Romance,2010,,,
MAR,26.0,My Friend Ganesha 3,Rajiv S. Ruia,"Rahul Pendkalkar, Baba Sehgal, Eva Grover, Sayaji Shinde",Animation,2010,,,
MAR,26.0,Prem Kaa Game,Ashok Kheny,"Arbaaz Khan, Tara Sharma, Madhuri Bhattacharya, Johnny Lever",Comedy,2010,,,
MAR,26.0,Well Done Abba,Shyam Benegal,"Boman Irani, Minissha Lamba, Sameer Dattani, Ravi Kissen",Social,2010,,,
MAR,,,,,,2010,,,
APR,2.0,Pankh,Sudipto Chattopadhyaya,"Bipasha Basu, Maradona Rebello, Mahesh Manjrekar, Ronit Roy Sanjeeda Sheikh",Social,2010,,,
APR,2.0,Sadiyaan,Raj Kanwar,"Luv Sinha, Ferena Wazeir, Rekha, Hema Malini, Rishi Kapoor",Romance,2010,,,
APR,2.0,Tum Milo Toh Sahi,Kabir Sadanand,"Nana Patekar, Dimple Kapadia, Rehan Khan, Sunil Shetty, Vidya Malvade, Anjana Sukhani, Mohnish Behl",Social/Drama,2010,,,
APR,9.0,Jaane Kahan Se Aayi Hai,Milap Zaveri,"Riteish Deshmukh, Jacqueline Fernandez",Comedy/Romance/Fantasy,2010,,,
APR,9.0,Prince,Kookie V. Gulati,"Vivek Oberoi, Aruna Shields, Nandana Sen, Neeru Bajwa, Sanjay Kapoor",Action/Thriller,2010,,,
APR,9.0,The Japanese Wife,Aparna Sen,"Rahul Bose, Raima Sen, Chigasu Takaku, Moushmi Chatterjee",Romance,2010,,,
APR,16.0,Paathshaala,Milind Ukey,"Shahid Kapoor, Nana Patekar, Ayesha Takia, Swini Khara",Social,2010,,,
APR,16.0,Phoonk 2,Milind Gadagkar,"Sudeep, Neeru Bajwa, Amruta Khanvilkar, Ahsaas Channa",Horror,2010,,,
APR,23.0,Apartment,Jagmohan Mundhra,"Rohit Roy, Tanushree Dutta, Neetu Chandra, Anupam Kher",Thriller,2010,,,
APR,23.0,Bird Idol,Jyotin Goel,,Animation,2010,,,
APR,23.0,City of Gold,Mahesh Manjrekar,"Vineet Kumar, Sameer Dharmadhikari, Kashmira Shah, Satish Kaushik",Social,2010,,,
APR,23.0,Kuchh Kariye,Jagbir Dahiya,"Sukhwinder Singh, Vikrum Kumar, Rufy Khan",,2010,,,
APR,23.0,Muskurake Dekh Zara,Som Shekar,"Gashmeer Mahajani, Twinkle Patel, Sunil Sabarwal, Simran Suri",Romantic Comedy,2010,,,
APR,30.0,Chase,Jagmohan Mundhra,"Udita Goswami, Caterina Murino, Rajesh Khattar, Shweta Menon",Action,2010,,,
APR,30.0,Housefull,Sajid Khan,"Akshay Kumar, Arjun Rampal, Deepika Padukone, Riteish Deshmukh, Lara Dutta, Malaika Arora, Randhir Kapoor, Jiah Khan, Boman Irani, Chunky Pandey",Comedy,2010,,,
MAY,7.0,Badmaash Company,Parmeet Sethi,"Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das, Harry Mearing",Romance/Drama,2010,,,
MAY,7.0,It's a Wonderful Afterlife,Gurinder Chadha,"Shabana Azmi, Shaheen Khan, Goldy Notay, Sally Hawkins",Drama,2010,,,
MAY,14.0,Bumm Bumm Bole,Priyadarshan,"Darsheel Safary, Atul Kulkarni, Rituparna Sengupta, Ziyah Vastani",Children/Drama,2010,,,
MAY,14.0,Admissions Open,K.D. Satyam,"Anupam Kher, Aashish Vidyarthi, Ankur Khanna, Pramod Moutho",Drama,2010,,,
MAY,14.0,Kushti,T K Rajeev Kumar,"Rajpal Yadav, Khali, Nargis, Sharat Saxena",Comedy/Romance,2010,,,
MAY,21.0,Kites,Anurag Basu,"Hrithik Roshan, Kangana Ranaut, Bárbara Mori, Kabir Bedi, Nick Brown",Thriller/Romance,2010,,,
JUN,4.0,Raajneeti,Prakash Jha,"Ajay Devgn, Ranbir Kapoor, Arjun Rampal, Nana Patekar, Katrina Kaif, Manoj Bajpai, Naseeruddin Shah, Sarah Thompson",Drama/Political Thriller,2010,,,
JUN,11.0,Ek Second... Jo Zindagi Badal De?,Partho Ghosh,"Jackie Shroff, Manisha Koirala, Aman Verma",Thriller,2010,,,
JUN,18.0,Raavan,Mani Ratnam,"Vikram Kennedy, Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, Nikhil Dwivedi",Action/Romance,2010,,,
JUN,25.0,Krantiveer - The Revolution,Mehul Kumar,"Jahan Bloch, Sameer Aftab",Action,2010,,,
JUN,25.0,Mr. Singh Mrs. Mehta,Pravesh Raman,"Aruna Shields, Prashant Narayanan",Drama,2010,,,
JUN,,,,,,2010,,,
JUL,2.0,I Hate Luv Storys,Punit Malhotra,"Imran Khan, Sonam Kapoor, Sameer Dattani, Aamir Ali",Romance,2010,,,
JUL,9.0,Milenge Milenge,Satish Kaushik,"Kareena Kapoor, Shahid Kapoor, Aarti Chabria",Romance,2010,,,
JUL,9.0,Red Alert: The War Within,Anant Mahadevan,"Sunil Shetty, Vinod Khanna, Naseeruddin Shah, Sameera Reddy",Action,2010,,,
JUL,16.0,Lamhaa,Rahul Dholakia,"Sanjay Dutt, Bipasha Basu, Kunal Kapoor, Anupam Kher",Action,2010,,,
JUL,16.0,Tere Bin Laden,Abhishek Sharma,"Ali Zafar, Barry John, Nikhil Ratnaparkhi",Comedy,2010,,,
JUL,16.0,Udaan,Vikramaditya Motwane,"Ronit Roy, Rajat Barmecha",Drama,2010,,,
JUL,23.0,Khatta Meetha,Priyadarshan,"Akshay Kumar, Trisha Krishnan, Rajpal Yadav, Johnny Lever, Urvashi Sharma","Comedy, Drama, Romance",2010,,,
JUL,30.0,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda","Action, Romance, Thriller, Crime",2010,,,
AUG,6.0,Aisha,Rajshree Ojha,"Sonam Kapoor, Abhay Deol, Anand Tiwari, Ira Dubey, Amrita Puri, Arunoday Singh, Cyrus Sahukar, Lisa Haydon","Romance, Comedy",2010,,,
AUG,13.0,Help,Rajeev Virani,"Bobby Deol, Mugdha Godse, Sophia Handa, Shreyas Talpade",Horror,2010,,,
AUG,13.0,Peepli Live,Anusha Rizvi,"Omkar Das Manikpuri, Raghubir Yadav","Political, Comedy",2010,,,
AUG,20.0,Lafangey Parindey,Pradeep Sarkar,"Neil Nitin Mukesh, Deepika Padukone",Romance,2010,,,
AUG,20.0,...And Once Again,Amol Palekar,"Antara Mali, Rajat Kapoor, Rituparna Sengupta",Drama,2010,,,
AUG,27.0,Hello Darling,Manoj Tiwari,"Celina Jaitly, Isha Koppikar, Gul Panag",Comedy,2010,,,
AUG,27.0,Antardwand,Sushil Rajpal,"Raja Chaudhary, Vinay Pathak",Crime,2010,,,
AUG,27.0,Aashayein,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar",Drama,2010,,,
AUG,27.0,Soch Lo,Sartaj Singh Pannu,"Sartaj Singh Pannu, Barkha Madan, Bhupinder Singh","Mystery, Suspense",2010,,,
SEP,3.0,We Are Family,Siddharth Malhotra,"Arjun Rampal, Kajol, Kareena Kapoor","Drama, Romance",2010,,,
SEP,3.0,Mallika,Wilson Louis,"Sameer Dattani, Sheena Nayar, Himanshu Malik",Horror,2010,,,
SEP,3.0,The Film Emotional Atyachar,Akshay Shere,"Mohit Alawat, Kalki Koechlin, Vinay Pathak, Ranvir Shorey, Ravi Kishan, Sakshi Gulati",Drama,2010,,,
SEP,10.0,Dabangg,Abhinav Kashyap,"Salman Khan, Arbaaz Khan, Sonakshi Sinha, Sonu Sood, Mahie Gill, Vinod Khanna, Dimple Kapadia, Om Puri, Anupam Kher, Mahesh Manjrekar, Malaika Arora Khan",Action,2010,,,
OCT,1.0,Anjaana Anjaani,Siddharth Anand,"Priyanka Chopra, Ranbir Kapoor, Zayed Khan",Romance,2010,,,
OCT,1.0,Benny and Babloo,Yunus Sajawal,"Kay Kay Menon, Rajpal Yadav, Riya Sen, Shweta Tiwari, Rukhsar Rehman, Anita Hassanandani, Richa Chadha, Maushumi Udeshi, Hiten Paintal, Aasif Sheikh",Comedy,2010,,,
OCT,1.0,Khichdi: The Movie,Aatish Kapadia,"Supriya Pathak, Anang Desai, Rajeev Mehta, Jamnadas Majethia, Nimisha Vakharia",Comedy,2010,,,
OCT,8.0,Crook,Mohit Suri,"Emraan Hashmi, Neha Sharma",Thriller,2010,,,
OCT,8.0,Do Dooni Chaar,Habib Faisal,"Rishi Kapoor, Neetu Singh",Comedy,2010,,,
OCT,15.0,Aakrosh,Priyadarshan,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Reema Sen, Paresh Rawal",Thriller,2010,,,
OCT,15.0,Pusher,Assad Raja,"Mahima Chaudhry, Pasha Bocarie, Marc Anwar, Assad Raja","Action, Drama",2010,,,
OCT,15.0,Knock Out,Mani Shankar,"Sanjay Dutt, Kangana Ranaut, Irrfan Khan, Gulshan Grover",Action,2010,,,
OCT,15.0,Kajraare,Pooja Bhatt,"Himesh Reshammiya, Sara Loren",Romance,2010,,,
OCT,15.0,Ramayana: The Epic,Cheetan Desai,"Manoj Bajpai, Juhi Chawla",Animation,2010,,,
OCT,22.0,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan",Horror/Thriller,2010,,,
OCT,22.0,Jhootha Hi Sahi,Abbas Tyrewala,"John Abraham, Pakhi Tyrewala",Romance,2010,,,
OCT,22.0,Rakta Charitra,Ram Gopal Verma,"Vivek Oberoi, Sudeep, Radhika Apte, Shatrughan Sinha, Kota Srinivasa Rao, Abhimanyu Singh, Sushant Singh",Biographical,2010,,,
OCT,29.0,Maalik Ek,Deepak Balraj Vij,"Jackie Shroff, Divya Dutta","Biographical, Animation",2010,,,
OCT,29.0,Nakshatra,Mohan Savalkar,"Anupam Kher, Shubh, Sabina Sheema",Romance,2010,,,
NOV,5.0,Golmaal 3,Rohit Shetty,"Ajay Devgn, Mithun Chakraborty, Tusshar Kapoor, Arshad Warsi, Shreyas Talpade, Kareena Kapoor, Kunal Khemu",Comedy,2010,,,
NOV,5.0,Action Replayy,Vipul Shah,"Akshay Kumar, Aishwarya Rai, Neha Dhupia, Randhir Kapoor",Comedy,2010,,,
NOV,12.0,Dunno Y... Na Jaane Kyon,Sanjay Sharma,"Aryan Vaid, Kapil Sharma, Rituparna Sengupta, Helen, Zeenat Aman",Romance,2010,,,
NOV,12.0,A Flat,Raaj Verma,"Sanjay Suri, Jimmy Shergill",Thriller,2010,,,
NOV,12.0,Ramaa: The Saviour,Haadi Abrar,"Sahil Khan, Tanushree Dutta, Dalip Singh Rana","Action, Adventure",2010,,,
NOV,19.0,Guzaarish,Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai",Romance/Drama,2010,,,
NOV,19.0,"Shahrukh Bola ""Khoobsurat Hai Tu""",Makrand Deshpande,"Preetika Chawla, Afzaal Khan, Shahrukh Khan, Kay Kay Menon",Thriller,2010,,,
NOV,19.0,Diwangi Ne Had Kar Di,Jiten Purohit,"Aditya Raj Kapoor, Deep, Ashhmita",Romance/Thriller,2010,,,
NOV,26.0,Allah Ke Banday,Faruk Kabir,"Sharman Joshi, Naseeruddin Shah, Faruk Kabir",Thriller,2010,,,
NOV,26.0,Break Ke Baad,Danish Aslam,"Imran Khan, Deepika Padukone",Romance,2010,,,
NOV,26.0,Khuda Kasam,K C Bokadia,"Sunny Deol, Tabu, Farida Jalal, Govind Namdeo",Action,2010,,,
DEC,3.0,Khelein Hum Jee Jaan Sey,Ashutosh Gowariker,"Abhishek Bachchan, Deepika Padukone, Sikander Kher",Period,2010,,,
DEC,3.0,Phas Gaye Re Obama,Subhash Kapoor,"Rajat Kapoor, Neha Dhupia",Comedy/Crime,2010,,,
DEC,3.0,Rakta Charitra 2,Ram Gopal Verma,"Suriya, Vivek Oberoi, Sudeep, Shatrughan Sinha",Biographical,2010,,,
DEC,10.0,Band Baaja Baaraat,Maneesh Sharma,"Ranveer Singh, Anushka Sharma",Romance/Drama,2010,,,
DEC,10.0,No Problem,Anees Bazmee,"Paresh Rawal, Anil Kapoor, Sushmita Sen, Neetu Chandra, Kangana Ranaut, Akshaye Khanna, Sunil Shetty, Sanjay Dutt",Comedy,2010,,,
DEC,17.0,332 Mumbai to India,Mahesh Pandey,"Ali Asgar, Chetan Pandit",Thriller,2010,,,
DEC,17.0,Payback,Sachin P. Karande,"Munish Khan, Sara Khan, Gulshan Grover",Thriller,2010,,,
DEC,17.0,Kaalo,Wilson Louis,"Swini Khara, Aditya Srivastav, Gufi Paintal",Horror,2010,,,
DEC,17.0,Mirch,Vinay Shukla,"Konkona Sen Sharma, Raima Sen, Shahana Goswami, Ila Arun, Shreyas Talpade",Drama,2010,,,
DEC,24.0,Tees Maar Khan,Farah Khan[3],"Akshay Kumar,[3] Katrina Kaif, Akshaye Khanna",Action comedy,2010,,,
DEC,24.0,Isi Life Mein...!,Vidhi Kasliwal,"Akshay Oberoi, Sandeepa Dhar, Mohnish Behl",Drama,2010,,,
DEC,24.0,Toonpur Ka Super Hero,Kireet Khurana,"Ajay Devgn, Kajol",Animated,2010,,,
DEC,31.0,Tera Kya Hoga Johnny,Sudhir Mishra,"Neil Nitin Mukesh, Soha Ali Khan, Kay Kay Menon, Shahana Goswami",Thriller,2010,,,
DEC,31.0,Ada... A Way of Life,Tanvir Ahmad,"Ayaan Ahmad, Nauheed Cyrusi, Ayesha Jhulka, Rahul Roy, Milind Gunaji",Drama,2010,,,
DEC,,,,,,2010,,,
DEC,,,,,,2010,,,
JAN,7.0,No One Killed Jessica,Raj Kumar Gupta,"Rani Mukherjee, Vidya Balan",Social thriller,2011,,,
JAN,7.0,Impatient Vivek,Rahat Kazmi,"Prasun Sharma, Sayali Bhagat",Adult/Comedy/Romance,2011,,,
JAN,14.0,Yamla Pagla Deewana,Samir Karnik,"Dharmendra, Sunny Deol, Bobby Deol, Kulraj Randhawa",Comedy/Drama/Action,2011,,,
JAN,14.0,Turning 30!!!,Alankrita Shrivastava,"Purab Kohli, Gul Panag",Adult/Romance/Comedy,2011,,,
JAN,14.0,Mumbai Mast Kallander,Aman Mihani,"Shilpa Shukla, Mohsin Akhtar",Comedy/Comedy/Comedy,2011,,,
JAN,18.0,Odyssey of Persistence,Sagar Ambre Nikunj Pathak,Diksha Tomar,Social,2011,,,
JAN,21.0,Dhobi Ghat,Kiran Rao,"Prateik Babbar, Aamir Khan, Monica Dogra",Drama,2011,,,
JAN,21.0,Hostel,Manish Gupta,"Vatsal Sheth, Tulip Joshi, Mukesh Tiwari",Social,2011,,,
JAN,28.0,Dil Toh Baccha Hai Ji,Madhur Bhandarkar,"Ajay Devgn, Emraan Hashmi, Shruti Haasan",Comedy,2011,,,
FEB,4.0,Yeh Saali Zindagi,Sudhir Mishra,"Arunoday Singh, Chitrangada Singh, Irrfan Khan",Cult,2011,,,
FEB,4.0,United Six,Vishal Aryan Singh,Parvathy Omanakuttan,Action/Thriller,2011,,,
FEB,4.0,Utt Pataang,Srikanth V. Velagaleti,"Vinay Pathak, Mahie Gill, Mona Singh",Comedy,2011,,,
FEB,11.0,Patiala House,Nikhil Advani,"Akshay Kumar, Anushka Sharma, Rishi Kapoor, Dimple Kapadia",Family drama,2011,,,
FEB,11.0,Angel,Ganesh Acharya,"Nilesh Sahay, Madalasa Sharma, Aruna Irani",Drama,2011,,,
FEB,11.0,Aashiqui.in,Shankhadeep,"Ishaan Manhaas, Ankita Shrivastava",Romance,2011,,,
FEB,18.0,7 Khoon Maaf,Vishal Bhardwaj,"Neil Nitin Mukesh, Priyanka Chopra, Naseeruddin Shah, John Abraham, Irrfan Khan, Konkona Sen Sharma",Thriller/Black comedy,2011,,,
FEB,18.0,Kaccha Limbo,Sagar Ballary,"Vinay Pathak, Sarika, Rukhsar, Chinmay Kambli",Children,2011,,,
FEB,18.0,Masti Express,Vikram Pradhan,"Rajpal Yadav, Johnny Lever, Divya Dutta, Manoj Joshi, Razzak Khan, Vijay Patkar, Rohan Shah, Vinit Jain, Sameer Mohammed",Comedy,2011,,,
FEB,25.0,Tanu Weds Manu,Anand Rai,"Madhavan, Kangana Ranaut, Jimmy Sheirgill, Ravi Kissen",Romance/Drama,2011,,,
FEB,25.0,Satrangee Parachute,Vineet Khetrapal,"Jackie Shroff, Kay Kay Menon, Rupali Ganguly, Zakir Hussain",Family,2011,,,
MAR,4.0,Yeh Faasley,Yogesh Mittal,"Anupam Kher, Pavan Malhotra",Drama,2011,,,
MAR,25.0,Happy Husbands,Anay,"Anay, Kurush Deboo, Mohit Ghai, Ahwaan, Archana",Comedy,2011,,,
MAR,25.0,Monica,Sushen Bhatnagar,"Divya Dutta, Ashutosh Rana",Drama,2011,,,
APR,1.0,Game,Abhinay Deo,"Abhishek Bachchan, Kangana Ranaut, Sarah Jane Dias, Jimmy Sheirgill, Boman Irani, Anupam Kher",Mystery/Action,2011,,,
APR,1.0,F.A.L.T.U,Remo D'souza,"Jackky Bhagnani, Puja Gupta, Arshad Warsi, Riteish Deshmukh",Satire/Comedy/Teen film,2011,,,
APR,1.0,Memories in March,Sanjoy Nag,"Deepti Naval, Rituparno Ghosh, Raima Sen",Drama,2011,,,
APR,8.0,Thank You,Anees Bazmee,"Akshay Kumar, Bobby Deol, Sunil Shetty, Irrfan Khan, Sonam Kapoor, Celina Jaitly, Rimi Sen",Comedy,2011,,,
APR,15.0,Teen Thay Bhai,Mirgdeep Singh Lamba,"Om Puri, Shreyas Talpade, Deepak Dobriyal, Ragini Khanna",Drama,2011,,,
APR,22.0,Dum Maaro Dum,Rohan Sippy,"Abhishek Bachchan, Bipasha Basu, Prateik Babbar, Aditya Pancholi, Rana Daggubati, Deepika Padukone",Thriller,2011,,,
APR,22.0,Zokkomon,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis",Superhero/Children,2011,,,
APR,28.0,Shor in the City,"Raj Nidimoru, Krishna Dk","Tusshar Kapoor, Preeti Desai, Alok Chaturvedi",Drama/Cult,2011,,,
APR,29.0,Chalo Dilli,Shashant Shah,"Lara Dutta, Vinay Pathak, Akshay Kumar",Comedy Road movie,2011,,,
APR,29.0,I Am,Onir,"Sanjay Suri, Radhika Apte, Shernaz Patel, Anurag Kashyap, Pooja Gandhi, Rahul Bose, Arjun Mathur, Abhimanyu Shekhar Singh, Nandita Das, Juhi Chawla, Manisha Koirala, Purab Kohli",Social/Drama,2011,,,
APR,29.0,Naughty @ 40,Jagmohan Mundhra,"Govinda, Yuvika Chaudhary, Anupam Kher, Shakti Kapoor, Sayali Bhagat, Sanjay Mishra",Comedy,2011,,,
MAY,6.0,Luv Ka The End,Bumpy,"Shraddha Kapoor, Taaha Shah",Teen/Comedy,2011,,,
MAY,6.0,Haunted – 3D,Vikram Bhatt,"Mahakshay Chakraborty, Twinkle Bajpai, Achint Kaur",Horror,2011,,,
MAY,13.0,Love U...Mr. Kalakaar!,S. Manasvi,"Tusshar Kapoor, Amrita Rao",Romance/Comedy,2011,,,
MAY,13.0,Ragini MMS,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao",Horror/Romance,2011,,,
MAY,13.0,Shagird,Tigmanshu Dhulia,"Nana Patekar, Anurag Kashyap, Mohit Alawat",Action/Drama,2011,,,
MAY,13.0,Stanley Ka Dabba,Amole Gupte,"Partho, Divya Dutta",Children,2011,,,
MAY,20.0,404,Prawaal Raman,"Rajvvir Aroraa, Imaad Shah, Nishikant Kamat",Psychological thriller,2011,,,
MAY,20.0,Crackers,Anil Goyal,"Nikhil Dwivedi, Smilie Suri",Animation,2011,,,
MAY,20.0,Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Rayo Bhakhirta, Divyendu Sharma, Sonnalli Seygall, Nushrat Bharucha, Ishita Raj Sharma",Romance/Comedy,2011,,,
MAY,27.0,Kucch Luv Jaisaa,Barnali Ray Shukla,"Rahul Bose, Shefali Shah",Drama/Comedy,2011,,,
JUN,3.0,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Sanjay Dutt, Ajay Devgn, Kangana Ranaut, Chunky Pandey, Arbaaz Khan",Comedy,2011,,,
JUN,10.0,Shaitan,Bijoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Shiv Panditt",Drama/Thriller,2011,,,
JUN,17.0,Bheja Fry 2,Sagar Ballary,"Vinay Pathak, Minissha Lamba, Kay Kay Menon, Amole Gupte",Comedy,2011,,,
JUN,17.0,Always Kabhi Kabhi,Roshan Abbas,"Ali Fazal, Giselli Monteiro, Zoa Morani, Satyajeet Dubey, Satish Shah, Lilette Dubey",Romance/Teen,2011,,,
JUN,17.0,Bhindi Baazaar Inc.,Ankush Bhatt,"Kay Kay Menon, Piyush Mishra, Deepti Naval, Prashant Narayanan, Shilpa Shukla",Thriller,2011,,,
JUN,17.0,Bin Bulaye Baraati,Chandrakant Singh,"Rati Agnihotri, Gulshan Grover, Manoj Joshi, Shakti Kapoor, Priyanka Kothari, Johnny Lever, Sanjay Mishra, Om Puri, Vijay Raaz, Aftab Shivdasani",Crime,2011,,,
JUN,24.0,Double Dhamaal,Indra Kumar,"Sanjay Dutt, Arshad Warsi, Javed Jaffrey, Riteish Deshmukh, Aashish Chaudhary, Mallika Sherawat, Kangana Ranaut",Comedy,2011,,,
JUL,1.0,,,,,2011,,,
JUL,1.0,Bbuddah... Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Charmy Kaur, Hema Malini, Prakash Raj, Sonu Sood, Sonal Chauhan",Action,2011,,,
JUL,1.0,Delhi Belly,Abhinay Deo,"Imran Khan, Shenaz Treasurywala, Poorna Jagannathan, Rahul Pendkalkar, Vir Das, Vijay Raaz",Action/Comedy,2011,,,
JUL,8.0,Murder 2,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan",Psychological thriller,2011,,,
JUL,8.0,Chillar Party,"Vikas Bahl, Nitesh Tiwari","Irrfan Khan, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari",Children,2011,,,
JUL,15.0,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Katrina Kaif, Naseeruddin Shah, Abhay Deol, Farhan Akhtar, Kalki Koechlin",Romance/Road,2011,,,
